event_id,transaction_id,customer_id,transaction_date,description,amount,transaction_type,status,settlement_count,gross_amount,fee,refund_amount_settlement,net_settlement,settlement_date,settlement_status,reference,bank_transaction_count,credit,invoice_amount,refund_amount_invoice,payment_status,amount_explained,bank_amount_matches,reconciliation_status
E0048,TXN0048,C127,2026-08-14,Customer payment for Order 0048,25000,SALE,RECORDED,2,25000.0,0.0,0.0,25000.0,2026-08-15,SETTLED,RZP-TXN0048-1,2.0,25000.0,25000,0.0,PAID,True,True,HUMAN_REVIEW
E0052,TXN0052,C115,2026-08-03,Customer payment for Order 0052,25000,SALE,RECORDED,1,25000.0,0.0,0.0,15000.0,2026-08-04,SETTLED,RZP-TXN0052,1.0,15000.0,25000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0053,TXN0053,C106,2026-08-02,Customer payment for Order 0053,50000,SALE,RECORDED,1,50000.0,0.0,0.0,30000.0,2026-08-03,SETTLED,RZP-TXN0053,1.0,30000.0,50000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0062,TXN0062,C115,2026-08-13,Customer payment for Order 0062,1500,SALE,RECORDED,1,1500.0,0.0,0.0,0.0,2026-08-14,SETTLED,RZP-TXN0062,1.0,0.0,1500,0.0,PAID,False,True,UNMATCHED
E0069,TXN0069,C108,2026-08-12,Customer payment for Order 0069,1500,SALE,RECORDED,2,1500.0,0.0,0.0,1500.0,2026-08-13,SETTLED,RZP-TXN0069-1,2.0,1500.0,1500,0.0,PAID,True,True,HUMAN_REVIEW
E0075,TXN0075,C132,2026-08-16,Customer payment for Order 0075,7500,SALE,RECORDED,2,7500.0,0.0,0.0,7500.0,2026-08-17,SETTLED,RZP-TXN0075-1,2.0,7500.0,7500,0.0,PAID,True,True,HUMAN_REVIEW
E0081,TXN0081,C119,2026-08-12,Customer payment for Order 0081,1000,SALE,RECORDED,2,1000.0,0.0,0.0,1000.0,2026-08-13,SETTLED,RZP-TXN0081-1,2.0,1000.0,1000,0.0,PAID,True,True,HUMAN_REVIEW
E0083,TXN0083,C139,2026-08-05,Customer payment for Order 0083,5000,SALE,RECORDED,2,5000.0,0.0,0.0,5000.0,2026-08-06,SETTLED,RZP-TXN0083-1,2.0,5000.0,5000,0.0,PAID,True,True,HUMAN_REVIEW
E0086,TXN0086,C106,2026-08-13,Customer payment for Order 0086,1000,SALE,RECORDED,1,1000.0,0.0,0.0,600.0,2026-08-14,SETTLED,RZP-TXN0086,1.0,600.0,1000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0090,TXN0090,C143,2026-08-18,Customer payment for Order 0090,10000,SALE,RECORDED,1,10000.0,0.0,0.0,9500.0,2026-08-19,SETTLED,RZP-TXN0090,1.0,9500.0,10000,0.0,PAID,False,True,UNMATCHED
E0104,TXN0104,C139,2026-08-11,Customer payment for Order 0104,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-12,SETTLED,RZP-TXN0104,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0105,TXN0105,C115,2026-08-10,Customer payment for Order 0105,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-11,SETTLED,RZP-TXN0105,1.0,3000.0,5000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0106,TXN0106,C101,2026-08-02,Customer payment for Order 0106,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-03,SETTLED,RZP-TXN0106,0.0,0.0,5000,0.0,PAID,True,False,UNMATCHED
E0109,TXN0109,C109,2026-08-21,Customer payment for Order 0109,1000,SALE,RECORDED,2,1000.0,0.0,0.0,1000.0,2026-08-22,SETTLED,RZP-TXN0109-1,2.0,1000.0,1000,0.0,PAID,True,True,HUMAN_REVIEW
E0121,TXN0121,C126,2026-08-13,Customer payment for Order 0121,75000,SALE,RECORDED,1,75000.0,0.0,0.0,74500.0,2026-08-14,SETTLED,RZP-TXN0121,1.0,74500.0,75000,0.0,PAID,False,True,UNMATCHED
E0122,TXN0122,C124,2026-08-16,Customer payment for Order 0122,1000,SALE,RECORDED,1,1000.0,0.0,0.0,0.0,2026-08-17,SETTLED,RZP-TXN0122,1.0,0.0,1000,0.0,PAID,False,True,UNMATCHED
E0126,TXN0126,C125,2026-08-06,Customer payment for Order 0126,25000,SALE,RECORDED,1,25000.0,0.0,0.0,23000.0,2026-08-07,SETTLED,RZP-TXN0126,1.0,23000.0,25000,0.0,PAID,False,True,UNMATCHED
E0131,TXN0131,C117,2026-08-14,Customer payment for Order 0131,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-15,SETTLED,RZP-TXN0131,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0132,TXN0132,C101,2026-08-18,Customer payment for Order 0132,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-19,SETTLED,RZP-TXN0132,0.0,0.0,1000,0.0,PAID,True,False,UNMATCHED
E0138,TXN0138,C145,2026-08-04,Customer payment for Order 0138,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-05,SETTLED,RZP-TXN0138,0.0,0.0,2500,0.0,PAID,True,False,UNMATCHED
E0139,TXN0139,C106,2026-08-19,Customer payment for Order 0139,1000,SALE,RECORDED,1,1000.0,0.0,0.0,0.0,2026-08-20,SETTLED,RZP-TXN0139,1.0,0.0,1000,0.0,PAID,False,True,UNMATCHED
E0142,TXN0142,C143,2026-08-20,Customer payment for Order 0142,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-21,SETTLED,RZP-TXN0142,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0145,TXN0145,C131,2026-08-04,Customer payment for Order 0145,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-05,SETTLED,RZP-TXN0145,0.0,0.0,15000,0.0,PAID,True,False,UNMATCHED
E0149,TXN0149,C137,2026-08-09,Customer payment for Order 0149,10000,SALE,RECORDED,1,10000.0,0.0,0.0,6000.0,2026-08-10,SETTLED,RZP-TXN0149,1.0,6000.0,10000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0154,TXN0154,C135,2026-08-01,Customer payment for Order 0154,50000,SALE,RECORDED,1,50000.0,0.0,0.0,49500.0,2026-08-02,SETTLED,RZP-TXN0154,1.0,49500.0,50000,0.0,PAID,False,True,UNMATCHED
E0169,TXN0169,C116,2026-08-16,Customer payment for Order 0169,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-17,SETTLED,RZP-TXN0169,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0171,TXN0171,C109,2026-08-05,Customer payment for Order 0171,75000,SALE,RECORDED,1,75000.0,0.0,0.0,74500.0,2026-08-06,SETTLED,RZP-TXN0171,1.0,74500.0,75000,0.0,PAID,False,True,UNMATCHED
E0175,TXN0175,C103,2026-08-20,Customer payment for Order 0175,1500,SALE,RECORDED,1,1500.0,0.0,0.0,1000.0,2026-08-21,SETTLED,RZP-TXN0175,1.0,1000.0,1500,0.0,PAID,False,True,UNMATCHED
E0184,TXN0184,C144,2026-08-10,Customer payment for Order 0184,15000,SALE,RECORDED,1,15000.0,0.0,0.0,13000.0,2026-08-11,SETTLED,RZP-TXN0184,1.0,13000.0,15000,0.0,PAID,False,True,UNMATCHED
E0187,TXN0187,C114,2026-08-19,Customer payment for Order 0187,75000,SALE,RECORDED,1,75000.0,0.0,0.0,73000.0,2026-08-20,SETTLED,RZP-TXN0187,1.0,73000.0,75000,0.0,PAID,False,True,UNMATCHED
E0189,TXN0189,C128,2026-08-09,Customer payment for Order 0189,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-10,SETTLED,RZP-TXN0189,0.0,0.0,2500,0.0,PAID,True,False,UNMATCHED
E0190,TXN0190,C127,2026-08-21,Customer payment for Order 0190,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-22,SETTLED,RZP-TXN0190,0.0,0.0,25000,0.0,PAID,True,False,UNMATCHED
E0198,TXN0198,C108,2026-08-10,Customer payment for Order 0198,25000,SALE,RECORDED,2,25000.0,0.0,0.0,25000.0,2026-08-11,SETTLED,RZP-TXN0198-1,2.0,25000.0,25000,0.0,PAID,True,True,HUMAN_REVIEW
E0199,TXN0199,C101,2026-08-21,Customer payment for Order 0199,75000,SALE,RECORDED,1,75000.0,0.0,0.0,45000.0,2026-08-22,SETTLED,RZP-TXN0199,1.0,45000.0,75000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0202,TXN0202,C141,2026-08-05,Customer payment for Order 0202,25000,SALE,RECORDED,1,25000.0,0.0,0.0,24000.0,2026-08-06,SETTLED,RZP-TXN0202,1.0,24000.0,25000,0.0,PAID,False,True,UNMATCHED
E0203,TXN0203,C145,2026-08-09,Customer payment for Order 0203,15000,SALE,RECORDED,1,15000.0,0.0,0.0,9000.0,2026-08-10,SETTLED,RZP-TXN0203,1.0,9000.0,15000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0205,TXN0205,C138,2026-08-17,Customer payment for Order 0205,2500,SALE,RECORDED,2,2500.0,0.0,0.0,2500.0,2026-08-18,SETTLED,RZP-TXN0205-1,2.0,2500.0,2500,0.0,PAID,True,True,HUMAN_REVIEW
E0206,TXN0206,C121,2026-08-17,Customer payment for Order 0206,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0206,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0214,TXN0214,C128,2026-08-04,Customer payment for Order 0214,50000,SALE,RECORDED,1,50000.0,0.0,0.0,49500.0,2026-08-05,SETTLED,RZP-TXN0214,1.0,49500.0,50000,0.0,PAID,False,True,UNMATCHED
E0217,TXN0217,C143,2026-08-18,Customer payment for Order 0217,15000,SALE,RECORDED,1,15000.0,0.0,0.0,13000.0,2026-08-19,SETTLED,RZP-TXN0217,1.0,13000.0,15000,0.0,PAID,False,True,UNMATCHED
E0219,TXN0219,C115,2026-08-21,Customer payment for Order 0219,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-22,SETTLED,RZP-TXN0219,0.0,0.0,7500,0.0,PAID,True,False,UNMATCHED
E0220,TXN0220,C147,2026-08-03,Customer payment for Order 0220,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-04,SETTLED,RZP-TXN0220,0.0,0.0,15000,0.0,PAID,True,False,UNMATCHED
E0226,TXN0226,C139,2026-08-08,Customer payment for Order 0226,25000,SALE,RECORDED,1,25000.0,0.0,0.0,24500.0,2026-08-09,SETTLED,RZP-TXN0226,1.0,24500.0,25000,0.0,PAID,False,True,UNMATCHED
E0229,TXN0229,C104,2026-08-15,Customer payment for Order 0229,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-16,SETTLED,RZP-TXN0229,0.0,0.0,10000,0.0,PAID,True,False,UNMATCHED
E0231,TXN0231,C119,2026-08-07,Customer payment for Order 0231,15000,SALE,RECORDED,1,15000.0,0.0,0.0,9000.0,2026-08-08,SETTLED,RZP-TXN0231,1.0,9000.0,15000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0233,TXN0233,C144,2026-08-10,Customer payment for Order 0233,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-11,SETTLED,RZP-TXN0233,0.0,0.0,1000,0.0,PAID,True,False,UNMATCHED
E0236,TXN0236,C149,2026-08-08,Customer payment for Order 0236,75000,SALE,RECORDED,1,75000.0,0.0,0.0,45000.0,2026-08-09,SETTLED,RZP-TXN0236,1.0,45000.0,75000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0238,TXN0238,C146,2026-08-05,Customer payment for Order 0238,1500,SALE,RECORDED,2,1500.0,0.0,0.0,1500.0,2026-08-06,SETTLED,RZP-TXN0238-1,2.0,1500.0,1500,0.0,PAID,True,True,HUMAN_REVIEW
E0242,TXN0242,C133,2026-08-17,Customer payment for Order 0242,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0242,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0243,TXN0243,C130,2026-08-10,Customer payment for Order 0243,10000,SALE,RECORDED,1,10000.0,0.0,0.0,6000.0,2026-08-11,SETTLED,RZP-TXN0243,1.0,6000.0,10000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0244,TXN0244,C104,2026-08-05,Customer payment for Order 0244,5000,SALE,RECORDED,2,5000.0,0.0,0.0,5000.0,2026-08-06,SETTLED,RZP-TXN0244-1,2.0,5000.0,5000,0.0,PAID,True,True,HUMAN_REVIEW
E0252,TXN0252,C107,2026-08-04,Customer payment for Order 0252,5000,SALE,RECORDED,2,5000.0,0.0,0.0,5000.0,2026-08-05,SETTLED,RZP-TXN0252-1,2.0,5000.0,5000,0.0,PAID,True,True,HUMAN_REVIEW
E0256,TXN0256,C113,2026-08-15,Customer payment for Order 0256,25000,SALE,RECORDED,1,25000.0,0.0,0.0,24000.0,2026-08-16,SETTLED,RZP-TXN0256,1.0,24000.0,25000,0.0,PAID,False,True,UNMATCHED
E0257,TXN0257,C143,2026-08-12,Customer payment for Order 0257,50000,SALE,RECORDED,2,50000.0,0.0,0.0,50000.0,2026-08-13,SETTLED,RZP-TXN0257-1,2.0,50000.0,50000,0.0,PAID,True,True,HUMAN_REVIEW
E0261,TXN0261,C136,2026-08-07,Customer payment for Order 0261,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-08,SETTLED,RZP-TXN0261,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0262,TXN0262,C113,2026-08-19,Customer payment for Order 0262,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-20,SETTLED,RZP-TXN0262,1.0,3000.0,5000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0264,TXN0264,C108,2026-08-18,Customer payment for Order 0264,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-19,SETTLED,RZP-TXN0264,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0269,TXN0269,C128,2026-08-17,Customer payment for Order 0269,5000,SALE,RECORDED,1,5000.0,0.0,0.0,4500.0,2026-08-18,SETTLED,RZP-TXN0269,1.0,4500.0,5000,0.0,PAID,False,True,UNMATCHED
E0272,TXN0272,C131,2026-08-15,Customer payment for Order 0272,1500,SALE,RECORDED,2,1500.0,0.0,0.0,1500.0,2026-08-16,SETTLED,RZP-TXN0272-1,2.0,1500.0,1500,0.0,PAID,True,True,HUMAN_REVIEW
E0279,TXN0279,C142,2026-08-09,Customer payment for Order 0279,10000,SALE,RECORDED,1,10000.0,0.0,0.0,8000.0,2026-08-10,SETTLED,RZP-TXN0279,1.0,8000.0,10000,0.0,PAID,False,True,UNMATCHED
E0283,TXN0283,C122,2026-08-14,Customer payment for Order 0283,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-15,SETTLED,RZP-TXN0283,0.0,0.0,1000,0.0,PAID,True,False,UNMATCHED
E0287,TXN0287,C136,2026-08-08,Customer payment for Order 0287,15000,SALE,RECORDED,1,15000.0,0.0,0.0,9000.0,2026-08-09,SETTLED,RZP-TXN0287,1.0,9000.0,15000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0309,TXN0309,C123,2026-08-03,Customer payment for Order 0309,15000,SALE,RECORDED,1,15000.0,0.0,0.0,9000.0,2026-08-04,SETTLED,RZP-TXN0309,1.0,9000.0,15000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0324,TXN0324,C135,2026-08-02,Customer payment for Order 0324,25000,SALE,RECORDED,2,25000.0,0.0,0.0,25000.0,2026-08-03,SETTLED,RZP-TXN0324-1,2.0,25000.0,25000,0.0,PAID,True,True,HUMAN_REVIEW
E0326,TXN0326,C103,2026-08-15,Customer payment for Order 0326,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-16,SETTLED,RZP-TXN0326,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0329,TXN0329,C110,2026-08-12,Customer payment for Order 0329,10000,SALE,RECORDED,1,10000.0,0.0,0.0,9000.0,2026-08-13,SETTLED,RZP-TXN0329,1.0,9000.0,10000,0.0,PAID,False,True,UNMATCHED
E0334,TXN0334,C109,2026-08-12,Customer payment for Order 0334,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-13,SETTLED,RZP-TXN0334,0.0,0.0,7500,0.0,PAID,True,False,UNMATCHED
E0340,TXN0340,C109,2026-08-03,Customer payment for Order 0340,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-04,SETTLED,RZP-TXN0340,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0343,TXN0343,C110,2026-08-06,Customer payment for Order 0343,75000,SALE,RECORDED,1,75000.0,0.0,0.0,45000.0,2026-08-07,SETTLED,RZP-TXN0343,1.0,45000.0,75000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0349,TXN0349,C133,2026-08-14,Customer payment for Order 0349,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-15,SETTLED,RZP-TXN0349,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0351,TXN0351,C135,2026-08-04,Customer payment for Order 0351,50000,SALE,RECORDED,1,50000.0,0.0,0.0,30000.0,2026-08-05,SETTLED,RZP-TXN0351,1.0,30000.0,50000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0353,TXN0353,C109,2026-08-14,Customer payment for Order 0353,1500,SALE,RECORDED,1,1500.0,0.0,0.0,1000.0,2026-08-15,SETTLED,RZP-TXN0353,1.0,1000.0,1500,0.0,PAID,False,True,UNMATCHED
E0355,TXN0355,C123,2026-08-08,Customer payment for Order 0355,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-09,SETTLED,RZP-TXN0355,0.0,0.0,15000,0.0,PAID,True,False,UNMATCHED
E0357,TXN0357,C145,2026-08-21,Customer payment for Order 0357,10000,SALE,RECORDED,1,10000.0,0.0,0.0,6000.0,2026-08-22,SETTLED,RZP-TXN0357,1.0,6000.0,10000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0360,TXN0360,C101,2026-08-09,Customer payment for Order 0360,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-10,SETTLED,RZP-TXN0360,1.0,3000.0,5000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0367,TXN0367,C142,2026-08-03,Customer payment for Order 0367,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-04,SETTLED,RZP-TXN0367,0.0,0.0,50000,0.0,PAID,True,False,UNMATCHED
E0369,TXN0369,C135,2026-08-01,Customer payment for Order 0369,15000,SALE,RECORDED,2,15000.0,0.0,0.0,15000.0,2026-08-02,SETTLED,RZP-TXN0369-1,2.0,15000.0,15000,0.0,PAID,True,True,HUMAN_REVIEW
E0373,TXN0373,C134,2026-08-11,Customer payment for Order 0373,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-12,SETTLED,RZP-TXN0373,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0374,TXN0374,C129,2026-08-16,Customer payment for Order 0374,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-17,SETTLED,RZP-TXN0374,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0376,TXN0376,C112,2026-08-02,Customer payment for Order 0376,10000,SALE,RECORDED,1,10000.0,0.0,0.0,8000.0,2026-08-03,SETTLED,RZP-TXN0376,1.0,8000.0,10000,0.0,PAID,False,True,UNMATCHED
E0378,TXN0378,C112,2026-08-10,Customer payment for Order 0378,10000,SALE,RECORDED,2,10000.0,0.0,0.0,10000.0,2026-08-11,SETTLED,RZP-TXN0378-1,2.0,10000.0,10000,0.0,PAID,True,True,HUMAN_REVIEW
E0379,TXN0379,C121,2026-08-09,Customer payment for Order 0379,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-10,SETTLED,RZP-TXN0379,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0381,TXN0381,C131,2026-08-16,Customer payment for Order 0381,10000,SALE,RECORDED,1,10000.0,0.0,0.0,8000.0,2026-08-17,SETTLED,RZP-TXN0381,1.0,8000.0,10000,0.0,PAID,False,True,UNMATCHED
E0386,TXN0386,C146,2026-08-12,Customer payment for Order 0386,75000,SALE,RECORDED,1,75000.0,0.0,0.0,75000.0,2026-08-13,SETTLED,RZP-TXN0386,0.0,0.0,75000,0.0,PAID,True,False,UNMATCHED
E0388,TXN0388,C125,2026-08-12,Customer payment for Order 0388,50000,SALE,RECORDED,1,50000.0,0.0,0.0,30000.0,2026-08-13,SETTLED,RZP-TXN0388,1.0,30000.0,50000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0389,TXN0389,C110,2026-08-01,Customer payment for Order 0389,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-02,SETTLED,RZP-TXN0389,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0391,TXN0391,C123,2026-08-12,Customer payment for Order 0391,15000,SALE,RECORDED,1,15000.0,0.0,0.0,14500.0,2026-08-13,SETTLED,RZP-TXN0391,1.0,14500.0,15000,0.0,PAID,False,True,UNMATCHED
E0394,TXN0394,C141,2026-08-09,Customer payment for Order 0394,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-10,SETTLED,RZP-TXN0394,0.0,0.0,5000,0.0,PAID,True,False,UNMATCHED
E0398,TXN0398,C104,2026-08-15,Customer payment for Order 0398,2500,SALE,RECORDED,2,2500.0,0.0,0.0,2500.0,2026-08-16,SETTLED,RZP-TXN0398-1,2.0,2500.0,2500,0.0,PAID,True,True,HUMAN_REVIEW
E0400,TXN0400,C134,2026-08-10,Customer payment for Order 0400,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-11,SETTLED,RZP-TXN0400,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0401,TXN0401,C145,2026-08-21,Customer payment for Order 0401,2500,SALE,RECORDED,1,2500.0,0.0,0.0,1500.0,2026-08-22,SETTLED,RZP-TXN0401,1.0,1500.0,2500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0402,TXN0402,C114,2026-08-04,Customer payment for Order 0402,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-05,SETTLED,RZP-TXN0402,1.0,3000.0,5000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0405,TXN0405,C104,2026-08-10,Customer payment for Order 0405,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-11,SETTLED,RZP-TXN0405,0.0,0.0,15000,0.0,PAID,True,False,UNMATCHED
E0407,TXN0407,C136,2026-08-03,Customer payment for Order 0407,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-04,SETTLED,RZP-TXN0407,0.0,0.0,2500,0.0,PAID,True,False,UNMATCHED
E0412,TXN0412,C120,2026-08-08,Customer payment for Order 0412,10000,SALE,RECORDED,1,10000.0,0.0,0.0,8000.0,2026-08-09,SETTLED,RZP-TXN0412,1.0,8000.0,10000,0.0,PAID,False,True,UNMATCHED
E0417,TXN0417,C121,2026-08-19,Customer payment for Order 0417,1000,SALE,RECORDED,1,1000.0,0.0,0.0,600.0,2026-08-20,SETTLED,RZP-TXN0417,1.0,600.0,1000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0424,TXN0424,C145,2026-08-11,Customer payment for Order 0424,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-12,SETTLED,RZP-TXN0424,0.0,0.0,10000,0.0,PAID,True,False,UNMATCHED
E0428,TXN0428,C139,2026-08-14,Customer payment for Order 0428,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-15,SETTLED,RZP-TXN0428,0.0,0.0,5000,0.0,PAID,True,False,UNMATCHED
E0430,TXN0430,C148,2026-08-06,Customer payment for Order 0430,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-07,SETTLED,RZP-TXN0430,0.0,0.0,25000,0.0,PAID,True,False,UNMATCHED
E0432,TXN0432,C125,2026-08-17,Customer payment for Order 0432,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-18,SETTLED,RZP-TXN0432,0.0,0.0,25000,0.0,PAID,True,False,UNMATCHED
E0435,TXN0435,C106,2026-08-14,Customer payment for Order 0435,2500,SALE,RECORDED,2,2500.0,0.0,0.0,2500.0,2026-08-15,SETTLED,RZP-TXN0435-1,2.0,2500.0,2500,0.0,PAID,True,True,HUMAN_REVIEW
