invoice_id,transaction_id,customer_id,invoice_date,invoice_amount,tax_amount,refund_amount,invoice_status,refund_date,payment_status
INV0093,TXN0093,C107,2026-08-13,75000,13500.0,0.0,PAID,,PAID
INV0094,TXN0094,C145,2026-08-14,1000,180.0,0.0,PAID,,PAID
INV0095,TXN0095,C143,2026-08-07,10000,1800.0,0.0,PAID,,PAID
INV0096,TXN0096,C121,2026-08-20,10000,1800.0,0.0,PAID,,PAID
INV0097,TXN0097,C146,2026-08-10,50000,9000.0,0.0,PAID,,PAID
INV0098,TXN0098,C120,2026-08-13,7500,1350.0,750.0,PAID,2026-08-14,PAID
INV0099,TXN0099,C126,2026-08-13,2500,450.0,250.0,PAID,2026-08-14,PAID
INV0100,TXN0100,C125,2026-08-18,1000,180.0,0.0,PAID,,PAID
INV0101,TXN0101,C127,2026-08-19,75000,13500.0,0.0,PAID,,PAID
INV0102,TXN0102,C128,2026-08-15,5000,900.0,0.0,PAID,,PAID
INV0103,TXN0103,C110,2026-08-03,7500,1350.0,0.0,PAID,,PAID
INV0104,TXN0104,C139,2026-08-11,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0105,TXN0105,C115,2026-08-10,5000,900.0,0.0,PARTIAL,,PARTIAL
INV0106,TXN0106,C101,2026-08-02,5000,900.0,0.0,PAID,,PAID
INV0107,TXN0107,C139,2026-08-03,25000,4500.0,0.0,PAID,,PAID
INV0108,TXN0108,C136,2026-08-07,15000,2700.0,0.0,PAID,,PAID
INV0109,TXN0109,C109,2026-08-21,1000,180.0,0.0,PAID,,PAID
INV0110,TXN0110,C114,2026-08-06,50000,9000.0,0.0,PAID,,PAID
INV0111,TXN0111,C115,2026-08-04,25000,4500.0,0.0,PAID,,PAID
INV0112,TXN0112,C142,2026-08-17,50000,9000.0,5000.0,PAID,2026-08-18,PAID
INV0113,TXN0113,C128,2026-08-20,50000,9000.0,0.0,PAID,,PAID
INV0114,TXN0114,C128,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0115,TXN0115,C115,2026-08-21,7500,1350.0,0.0,PAID,,PAID
INV0116,TXN0116,C131,2026-08-21,5000,900.0,0.0,PAID,,PAID
INV0117,TXN0117,C145,2026-08-10,5000,900.0,0.0,PAID,,PAID
INV0118,TXN0118,C134,2026-08-03,2500,450.0,0.0,PAID,,PAID
INV0119,TXN0119,C144,2026-08-05,5000,900.0,0.0,PAID,,PAID
INV0120,TXN0120,C121,2026-08-18,25000,4500.0,0.0,PAID,,PAID
INV0121,TXN0121,C126,2026-08-13,75000,13500.0,0.0,PAID,,PAID
INV0122,TXN0122,C124,2026-08-16,1000,180.0,0.0,PAID,,PAID
INV0123,TXN0123,C124,2026-08-14,50000,9000.0,0.0,PAID,,PAID
INV0124,TXN0124,C138,2026-08-08,25000,4500.0,0.0,PAID,,PAID
INV0125,TXN0125,C131,2026-08-01,15000,2700.0,0.0,PAID,,PAID
INV0126,TXN0126,C125,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0127,TXN0127,C101,2026-08-13,75000,13500.0,7500.0,PAID,2026-08-14,PAID
INV0128,TXN0128,C105,2026-08-21,15000,2700.0,0.0,PAID,,PAID
INV0129,TXN0129,C111,2026-08-02,7500,1350.0,0.0,PAID,,PAID
INV0130,TXN0130,C129,2026-08-11,10000,1800.0,0.0,PAID,,PAID
INV0131,TXN0131,C117,2026-08-14,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0132,TXN0132,C101,2026-08-18,1000,180.0,0.0,PAID,,PAID
INV0133,TXN0133,C122,2026-08-08,1500,270.0,0.0,PAID,,PAID
INV0134,TXN0134,C102,2026-08-01,5000,900.0,0.0,PAID,,PAID
INV0135,TXN0135,C139,2026-08-05,5000,900.0,0.0,PAID,,PAID
INV0136,TXN0136,C107,2026-08-19,5000,900.0,0.0,PAID,,PAID
INV0137,TXN0137,C149,2026-08-12,2500,450.0,250.0,PAID,2026-08-13,PAID
INV0138,TXN0138,C145,2026-08-04,2500,450.0,0.0,PAID,,PAID
INV0139,TXN0139,C106,2026-08-19,1000,180.0,0.0,PAID,,PAID
INV0140,TXN0140,C124,2026-08-13,5000,900.0,0.0,PAID,,PAID
INV0141,TXN0141,C140,2026-08-08,1500,270.0,0.0,PAID,,PAID
INV0142,TXN0142,C143,2026-08-20,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0143,TXN0143,C102,2026-08-12,50000,9000.0,0.0,PAID,,PAID
INV0144,TXN0144,C104,2026-08-17,10000,1800.0,0.0,PAID,,PAID
INV0145,TXN0145,C131,2026-08-04,15000,2700.0,0.0,PAID,,PAID
INV0146,TXN0146,C140,2026-08-15,2500,450.0,0.0,PAID,,PAID
INV0147,TXN0147,C133,2026-08-21,7500,1350.0,750.0,PAID,2026-08-22,PAID
INV0148,TXN0148,C149,2026-08-16,25000,4500.0,0.0,PAID,,PAID
INV0149,TXN0149,C137,2026-08-09,10000,1800.0,0.0,PARTIAL,,PARTIAL
INV0150,TXN0150,C117,2026-08-15,5000,900.0,0.0,PAID,,PAID
INV0151,TXN0151,C139,2026-08-13,10000,1800.0,0.0,PAID,,PAID
INV0152,TXN0152,C111,2026-08-16,5000,900.0,0.0,PAID,,PAID
INV0153,TXN0153,C121,2026-08-09,75000,13500.0,0.0,PAID,,PAID
INV0154,TXN0154,C135,2026-08-01,50000,9000.0,0.0,PAID,,PAID
INV0155,TXN0155,C146,2026-08-14,25000,4500.0,2500.0,PAID,2026-08-15,PAID
INV0156,TXN0156,C144,2026-08-16,25000,4500.0,0.0,PAID,,PAID
INV0157,TXN0157,C105,2026-08-10,5000,900.0,0.0,PAID,,PAID
INV0158,TXN0158,C119,2026-08-19,10000,1800.0,0.0,PAID,,PAID
INV0159,TXN0159,C122,2026-08-14,50000,9000.0,0.0,PAID,,PAID
INV0160,TXN0160,C129,2026-08-09,7500,1350.0,0.0,PAID,,PAID
INV0161,TXN0161,C146,2026-08-07,10000,1800.0,0.0,PAID,,PAID
INV0162,TXN0162,C148,2026-08-06,5000,900.0,0.0,PAID,,PAID
INV0163,TXN0163,C117,2026-08-19,50000,9000.0,5000.0,PAID,2026-08-20,PAID
INV0164,TXN0164,C112,2026-08-10,5000,900.0,0.0,PAID,,PAID
INV0165,TXN0165,C100,2026-08-18,2500,450.0,0.0,PAID,,PAID
INV0166,TXN0166,C135,2026-08-10,2500,450.0,0.0,PAID,,PAID
INV0167,TXN0167,C131,2026-08-04,1000,180.0,100.0,PAID,2026-08-05,PAID
INV0168,TXN0168,C130,2026-08-15,10000,1800.0,0.0,PAID,,PAID
INV0169,TXN0169,C116,2026-08-16,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0170,TXN0170,C131,2026-08-03,75000,13500.0,7500.0,PAID,2026-08-04,PAID
INV0171,TXN0171,C109,2026-08-05,75000,13500.0,0.0,PAID,,PAID
INV0172,TXN0172,C107,2026-08-18,15000,2700.0,1500.0,PAID,2026-08-19,PAID
INV0173,TXN0173,C114,2026-08-17,15000,2700.0,0.0,PAID,,PAID
INV0174,TXN0174,C119,2026-08-19,15000,2700.0,0.0,PAID,,PAID
INV0175,TXN0175,C103,2026-08-20,1500,270.0,0.0,PAID,,PAID
INV0176,TXN0176,C113,2026-08-09,1500,270.0,0.0,PAID,,PAID
INV0177,TXN0177,C135,2026-08-03,2500,450.0,0.0,PAID,,PAID
INV0178,TXN0178,C144,2026-08-20,25000,4500.0,0.0,PAID,,PAID
INV0179,TXN0179,C118,2026-08-10,25000,4500.0,0.0,PAID,,PAID
INV0180,TXN0180,C116,2026-08-21,75000,13500.0,0.0,PAID,,PAID
INV0181,TXN0181,C127,2026-08-04,50000,9000.0,0.0,PAID,,PAID
INV0182,TXN0182,C117,2026-08-05,1500,270.0,0.0,PAID,,PAID
INV0183,TXN0183,C138,2026-08-19,7500,1350.0,0.0,PAID,,PAID
INV0184,TXN0184,C144,2026-08-10,15000,2700.0,0.0,PAID,,PAID
INV0185,TXN0185,C131,2026-08-15,1500,270.0,150.0,PAID,2026-08-16,PAID
INV0186,TXN0186,C147,2026-08-11,75000,13500.0,0.0,PAID,,PAID
INV0187,TXN0187,C114,2026-08-19,75000,13500.0,0.0,PAID,,PAID
INV0188,TXN0188,C136,2026-08-02,2500,450.0,0.0,PAID,,PAID
INV0189,TXN0189,C128,2026-08-09,2500,450.0,0.0,PAID,,PAID
INV0190,TXN0190,C127,2026-08-21,25000,4500.0,0.0,PAID,,PAID
INV0191,TXN0191,C130,2026-08-12,15000,2700.0,0.0,PAID,,PAID
INV0192,TXN0192,C106,2026-08-06,10000,1800.0,0.0,PAID,,PAID
INV0193,TXN0193,C118,2026-08-13,50000,9000.0,0.0,PAID,,PAID
INV0194,TXN0194,C120,2026-08-09,10000,1800.0,0.0,PAID,,PAID
INV0195,TXN0195,C132,2026-08-01,50000,9000.0,0.0,PAID,,PAID
INV0196,TXN0196,C112,2026-08-17,10000,1800.0,1000.0,PAID,2026-08-18,PAID
INV0197,TXN0197,C140,2026-08-15,1000,180.0,0.0,PAID,,PAID
INV0198,TXN0198,C108,2026-08-10,25000,4500.0,0.0,PAID,,PAID
INV0199,TXN0199,C101,2026-08-21,75000,13500.0,0.0,PARTIAL,,PARTIAL
INV0200,TXN0200,C110,2026-08-10,50000,9000.0,0.0,PAID,,PAID
INV0201,TXN0201,C105,2026-08-08,1500,270.0,0.0,PAID,,PAID
INV0202,TXN0202,C141,2026-08-05,25000,4500.0,0.0,PAID,,PAID
INV0203,TXN0203,C145,2026-08-09,15000,2700.0,0.0,PARTIAL,,PARTIAL
INV0204,TXN0204,C115,2026-08-15,50000,9000.0,0.0,PAID,,PAID
INV0205,TXN0205,C138,2026-08-17,2500,450.0,0.0,PAID,,PAID
INV0206,TXN0206,C121,2026-08-17,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0207,TXN0207,C146,2026-08-10,75000,13500.0,7500.0,PAID,2026-08-11,PAID
INV0208,TXN0208,C131,2026-08-05,25000,4500.0,0.0,PAID,,PAID
INV0209,TXN0209,C121,2026-08-18,50000,9000.0,0.0,PAID,,PAID
INV0210,TXN0210,C112,2026-08-08,75000,13500.0,0.0,PAID,,PAID
INV0211,TXN0211,C102,2026-08-11,25000,4500.0,0.0,PAID,,PAID
INV0212,TXN0212,C124,2026-08-21,2500,450.0,0.0,PAID,,PAID
INV0213,TXN0213,C108,2026-08-17,75000,13500.0,0.0,PAID,,PAID
INV0214,TXN0214,C128,2026-08-04,50000,9000.0,0.0,PAID,,PAID
INV0215,TXN0215,C109,2026-08-14,2500,450.0,0.0,PAID,,PAID
INV0216,TXN0216,C121,2026-08-20,15000,2700.0,0.0,PAID,,PAID
INV0217,TXN0217,C143,2026-08-18,15000,2700.0,0.0,PAID,,PAID
INV0218,TXN0218,C148,2026-08-16,50000,9000.0,0.0,PAID,,PAID
INV0219,TXN0219,C115,2026-08-21,7500,1350.0,0.0,PAID,,PAID
INV0220,TXN0220,C147,2026-08-03,15000,2700.0,0.0,PAID,,PAID
INV0221,TXN0221,C148,2026-08-21,1500,270.0,0.0,PAID,,PAID
INV0222,TXN0222,C119,2026-08-01,1000,180.0,0.0,PAID,,PAID
INV0223,TXN0223,C118,2026-08-12,10000,1800.0,0.0,PAID,,PAID
INV0224,TXN0224,C133,2026-08-14,75000,13500.0,0.0,PAID,,PAID
INV0225,TXN0225,C110,2026-08-06,1500,270.0,150.0,PAID,2026-08-07,PAID
INV0226,TXN0226,C139,2026-08-08,25000,4500.0,0.0,PAID,,PAID
INV0227,TXN0227,C129,2026-08-21,7500,1350.0,0.0,PAID,,PAID
INV0228,TXN0228,C100,2026-08-15,7500,1350.0,0.0,PAID,,PAID
INV0229,TXN0229,C104,2026-08-15,10000,1800.0,0.0,PAID,,PAID
INV0230,TXN0230,C119,2026-08-21,15000,2700.0,0.0,PAID,,PAID
INV0231,TXN0231,C119,2026-08-07,15000,2700.0,0.0,PARTIAL,,PARTIAL
INV0232,TXN0232,C115,2026-08-13,75000,13500.0,0.0,PAID,,PAID
INV0233,TXN0233,C144,2026-08-10,1000,180.0,0.0,PAID,,PAID
INV0234,TXN0234,C142,2026-08-13,7500,1350.0,0.0,PAID,,PAID
INV0235,TXN0235,C149,2026-08-02,75000,13500.0,0.0,PAID,,PAID
INV0236,TXN0236,C149,2026-08-08,75000,13500.0,0.0,PARTIAL,,PARTIAL
INV0237,TXN0237,C140,2026-08-07,75000,13500.0,0.0,PAID,,PAID
INV0238,TXN0238,C146,2026-08-05,1500,270.0,0.0,PAID,,PAID
INV0239,TXN0239,C119,2026-08-15,1000,180.0,100.0,PAID,2026-08-16,PAID
INV0240,TXN0240,C108,2026-08-03,7500,1350.0,0.0,PAID,,PAID
INV0241,TXN0241,C111,2026-08-07,2500,450.0,0.0,PAID,,PAID
INV0242,TXN0242,C133,2026-08-17,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0243,TXN0243,C130,2026-08-10,10000,1800.0,0.0,PARTIAL,,PARTIAL
INV0244,TXN0244,C104,2026-08-05,5000,900.0,0.0,PAID,,PAID
INV0245,TXN0245,C125,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0246,TXN0246,C100,2026-08-09,50000,9000.0,0.0,PAID,,PAID
INV0247,TXN0247,C143,2026-08-09,75000,13500.0,0.0,PAID,,PAID
INV0248,TXN0248,C123,2026-08-04,5000,900.0,0.0,PAID,,PAID
INV0249,TXN0249,C135,2026-08-11,75000,13500.0,0.0,PAID,,PAID
INV0250,TXN0250,C140,2026-08-15,7500,1350.0,0.0,PAID,,PAID
INV0251,TXN0251,C108,2026-08-02,1000,180.0,0.0,PAID,,PAID
INV0252,TXN0252,C107,2026-08-04,5000,900.0,0.0,PAID,,PAID
INV0253,TXN0253,C129,2026-08-12,50000,9000.0,0.0,PAID,,PAID
INV0254,TXN0254,C146,2026-08-05,15000,2700.0,0.0,PAID,,PAID
INV0255,TXN0255,C139,2026-08-14,7500,1350.0,0.0,PAID,,PAID
INV0256,TXN0256,C113,2026-08-15,25000,4500.0,0.0,PAID,,PAID
INV0257,TXN0257,C143,2026-08-12,50000,9000.0,0.0,PAID,,PAID
INV0258,TXN0258,C103,2026-08-13,7500,1350.0,0.0,PAID,,PAID
INV0259,TXN0259,C129,2026-08-03,5000,900.0,0.0,PAID,,PAID
INV0260,TXN0260,C101,2026-08-02,10000,1800.0,0.0,PAID,,PAID
INV0261,TXN0261,C136,2026-08-07,1500,270.0,0.0,PARTIAL,,PARTIAL
INV0262,TXN0262,C113,2026-08-19,5000,900.0,0.0,PARTIAL,,PARTIAL
INV0263,TXN0263,C121,2026-08-05,75000,13500.0,0.0,PAID,,PAID
INV0264,TXN0264,C108,2026-08-18,7500,1350.0,0.0,PARTIAL,,PARTIAL
INV0265,TXN0265,C142,2026-08-01,2500,450.0,0.0,PAID,,PAID
INV0266,TXN0266,C137,2026-08-11,1000,180.0,0.0,PAID,,PAID
INV0267,TXN0267,C108,2026-08-14,50000,9000.0,0.0,PAID,,PAID
INV0268,TXN0268,C130,2026-08-15,10000,1800.0,0.0,PAID,,PAID
INV0269,TXN0269,C128,2026-08-17,5000,900.0,0.0,PAID,,PAID
INV0270,TXN0270,C142,2026-08-17,7500,1350.0,0.0,PAID,,PAID
INV0271,TXN0271,C103,2026-08-16,15000,2700.0,0.0,PAID,,PAID
INV0272,TXN0272,C131,2026-08-15,1500,270.0,0.0,PAID,,PAID
INV0273,TXN0273,C109,2026-08-03,2500,450.0,0.0,PAID,,PAID
INV0274,TXN0274,C137,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0275,TXN0275,C133,2026-08-10,25000,4500.0,0.0,PAID,,PAID
INV0276,TXN0276,C106,2026-08-04,50000,9000.0,0.0,PAID,,PAID
INV0277,TXN0277,C127,2026-08-15,5000,900.0,0.0,PAID,,PAID
INV0278,TXN0278,C125,2026-08-14,1500,270.0,0.0,PAID,,PAID
INV0279,TXN0279,C142,2026-08-09,10000,1800.0,0.0,PAID,,PAID
INV0280,TXN0280,C104,2026-08-03,1500,270.0,0.0,PAID,,PAID
INV0281,TXN0281,C147,2026-08-12,2500,450.0,250.0,PAID,2026-08-13,PAID
INV0282,TXN0282,C135,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0283,TXN0283,C122,2026-08-14,1000,180.0,0.0,PAID,,PAID
INV0284,TXN0284,C138,2026-08-10,10000,1800.0,0.0,PAID,,PAID
INV0285,TXN0285,C113,2026-08-05,25000,4500.0,0.0,PAID,,PAID
INV0286,TXN0286,C122,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0287,TXN0287,C136,2026-08-08,15000,2700.0,0.0,PARTIAL,,PARTIAL
INV0288,TXN0288,C139,2026-08-21,50000,9000.0,0.0,PAID,,PAID
INV0289,TXN0289,C144,2026-08-09,1000,180.0,0.0,PAID,,PAID
INV0290,TXN0290,C148,2026-08-10,10000,1800.0,0.0,PAID,,PAID
INV0291,TXN0291,C109,2026-08-19,15000,2700.0,0.0,PAID,,PAID
INV0292,TXN0292,C140,2026-08-01,1500,270.0,0.0,PAID,,PAID
INV0293,TXN0293,C124,2026-08-14,25000,4500.0,0.0,PAID,,PAID
INV0294,TXN0294,C119,2026-08-11,75000,13500.0,7500.0,PAID,2026-08-12,PAID
INV0295,TXN0295,C109,2026-08-06,75000,13500.0,0.0,PAID,,PAID
INV0296,TXN0296,C117,2026-08-15,15000,2700.0,0.0,PAID,,PAID
INV0297,TXN0297,C126,2026-08-09,5000,900.0,0.0,PAID,,PAID
INV0298,TXN0298,C122,2026-08-14,1500,270.0,0.0,PAID,,PAID
INV0299,TXN0299,C137,2026-08-16,50000,9000.0,0.0,PAID,,PAID
INV0300,TXN0300,C114,2026-08-13,75000,13500.0,0.0,PAID,,PAID
INV0301,TXN0301,C119,2026-08-07,2500,450.0,0.0,PAID,,PAID
INV0302,TXN0302,C120,2026-08-04,1000,180.0,0.0,PAID,,PAID
INV0303,TXN0303,C111,2026-08-05,15000,2700.0,0.0,PAID,,PAID
INV0304,TXN0304,C132,2026-08-18,10000,1800.0,0.0,PAID,,PAID
INV0305,TXN0305,C102,2026-08-14,1000,180.0,0.0,PAID,,PAID
INV0306,TXN0306,C120,2026-08-19,15000,2700.0,1500.0,PAID,2026-08-20,PAID
INV0307,TXN0307,C140,2026-08-14,7500,1350.0,0.0,PAID,,PAID
INV0308,TXN0308,C120,2026-08-06,75000,13500.0,0.0,PAID,,PAID
INV0309,TXN0309,C123,2026-08-03,15000,2700.0,0.0,PARTIAL,,PARTIAL
INV0310,TXN0310,C127,2026-08-19,15000,2700.0,0.0,PAID,,PAID
INV0311,TXN0311,C119,2026-08-11,5000,900.0,0.0,PAID,,PAID
INV0312,TXN0312,C104,2026-08-17,1500,270.0,0.0,PAID,,PAID
INV0313,TXN0313,C149,2026-08-12,10000,1800.0,0.0,PAID,,PAID
INV0314,TXN0314,C109,2026-08-08,1500,270.0,0.0,PAID,,PAID
INV0315,TXN0315,C111,2026-08-20,2500,450.0,0.0,PAID,,PAID
INV0316,TXN0316,C104,2026-08-06,25000,4500.0,0.0,PAID,,PAID
INV0317,TXN0317,C148,2026-08-19,25000,4500.0,0.0,PAID,,PAID
INV0318,TXN0318,C141,2026-08-21,75000,13500.0,0.0,PAID,,PAID
INV0319,TXN0319,C120,2026-08-05,25000,4500.0,0.0,PAID,,PAID
INV0320,TXN0320,C140,2026-08-10,7500,1350.0,750.0,PAID,2026-08-11,PAID
INV0321,TXN0321,C132,2026-08-03,7500,1350.0,0.0,PAID,,PAID
INV0322,TXN0322,C103,2026-08-12,7500,1350.0,0.0,PAID,,PAID
INV0323,TXN0323,C139,2026-08-20,50000,9000.0,0.0,PAID,,PAID
INV0324,TXN0324,C135,2026-08-02,25000,4500.0,0.0,PAID,,PAID
INV0325,TXN0325,C112,2026-08-11,75000,13500.0,0.0,PAID,,PAID
