event_id,transaction_id,customer_id,transaction_date,description,amount,transaction_type,status,settlement_count,gross_amount,fee,refund_amount_settlement,net_settlement,settlement_date,settlement_status,reference,bank_transaction_count,credit,invoice_amount,refund_amount_invoice,payment_status,amount_explained,bank_amount_matches,reconciliation_status
E0026,TXN0026,C138,2026-08-03,Customer payment for Order 0026,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-04,SETTLED,RZP-TXN0026,1.0,15000.0,15000,0.0,PAID,True,True,MATCHED
E0027,TXN0027,C133,2026-08-09,Customer payment for Order 0027,50000,SALE,RECORDED,2,50000.0,0.0,0.0,50000.0,2026-08-10,SETTLED,RZP-TXN0027-1,2.0,50000.0,50000,0.0,PAID,True,True,HUMAN_REVIEW
E0028,TXN0028,C146,2026-08-04,Customer payment for Order 0028,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-05,SETTLED,RZP-TXN002X,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0029,TXN0029,C121,2026-08-04,Customer payment for Order 0029,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-05,SETTLED,RZP-TXN0029,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
E0030,TXN0030,C100,2026-08-09,Customer payment for Order 0030,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-10,SETTLED,RZP-TXN003X,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0031,TXN0031,C106,2026-08-21,Customer payment for Order 0031,7500,SALE,RECORDED,1,7500.0,0.0,0.0,4500.0,2026-08-22,SETTLED,RZP-TXN0031,1.0,4500.0,7500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0032,TXN0032,C138,2026-08-07,Customer payment for Order 0032,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-08,SETTLED,RZP-TXN0032,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0033,TXN0033,C134,2026-08-17,Customer payment for Order 0033,1000,SALE,RECORDED,1,1000.0,0.0,100.0,900.0,2026-08-18,SETTLED,RZP-TXN0033,1.0,900.0,1000,100.0,PAID,True,True,MATCHED
E0034,TXN0034,C101,2026-08-04,Customer payment for Order 0034,10000,SALE,RECORDED,2,10000.0,0.0,0.0,10000.0,2026-08-05,SETTLED,RZP-TXN0034-1,2.0,10000.0,10000,0.0,PAID,True,True,HUMAN_REVIEW
E0035,TXN0035,C103,2026-08-08,Customer payment for Order 0035,75000,SALE,RECORDED,1,75000.0,0.0,0.0,74500.0,2026-08-09,SETTLED,RZP-TXN0035,1.0,74500.0,75000,0.0,PAID,False,True,UNMATCHED
E0036,TXN0036,C131,2026-08-03,Customer payment for Order 0036,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-04,SETTLED,RZP-TXN003X,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0037,TXN0037,C142,2026-08-16,Customer payment for Order 0037,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-17,SETTLED,RZP-TXN0037,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0038,TXN0038,C138,2026-08-14,Customer payment for Order 0038,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-15,SETTLED,RZP-TXN0038,1.0,3000.0,5000,0.0,PAID,False,True,UNMATCHED
E0039,TXN0039,C112,2026-08-10,Customer payment for Order 0039,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-11,SETTLED,RZP-TXN0039,0.0,0.0,15000,0.0,PAID,True,False,UNMATCHED
E0040,TXN0040,C141,2026-08-12,Customer payment for Order 0040,25000,SALE,RECORDED,2,25000.0,0.0,0.0,25000.0,2026-08-13,SETTLED,RZP-TXN0040-1,2.0,25000.0,25000,0.0,PAID,True,True,HUMAN_REVIEW
E0041,TXN0041,C115,2026-08-08,Customer payment for Order 0041,1500,SALE,RECORDED,1,1500.0,0.0,0.0,1500.0,2026-08-09,SETTLED,RZP-TXN0041,1.0,1500.0,1500,0.0,PAID,True,True,MATCHED
E0042,TXN0042,C135,2026-08-08,Customer payment for Order 0042,75000,SALE,RECORDED,1,75000.0,0.0,0.0,75000.0,2026-08-09,SETTLED,RZP-TXN0042,1.0,75000.0,75000,0.0,PAID,True,True,MATCHED
E0043,TXN0043,C145,2026-08-21,Customer payment for Order 0043,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-22,SETTLED,RZP-TXN0043,1.0,1000.0,1000,0.0,PAID,True,True,MATCHED
E0044,TXN0044,C121,2026-08-03,Customer payment for Order 0044,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-04,SETTLED,RZP-TXN0044,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0045,TXN0045,C131,2026-08-07,Customer payment for Order 0045,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-08,SETTLED,RZP-TXN0045,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0046,TXN0046,C136,2026-08-16,Customer payment for Order 0046,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-17,SETTLED,RZP-TXN004X,1.0,5000.0,5000,0.0,PAID,True,True,MATCHED
E0047,TXN0047,C112,2026-08-04,Customer payment for Order 0047,1500,SALE,RECORDED,1,1500.0,0.0,0.0,1500.0,2026-08-07,SETTLED,RZP-TXN0047,1.0,1500.0,1500,0.0,PAID,True,True,MATCHED
E0048,TXN0048,C127,2026-08-14,Customer payment for Order 0048,25000,SALE,RECORDED,2,25000.0,0.0,0.0,25000.0,2026-08-15,SETTLED,RZP-TXN0048-1,2.0,25000.0,25000,0.0,PAID,True,True,HUMAN_REVIEW
E0049,TXN0049,C141,2026-08-21,Customer payment for Order 0049,1500,SALE,RECORDED,1,1500.0,0.0,0.0,1500.0,2026-08-22,SETTLED,RZP-TXN0049,1.0,1500.0,1500,0.0,PAID,True,True,MATCHED
E0050,TXN0050,C121,2026-08-04,Customer payment for Order 0050,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-05,SETTLED,RZP-TXN0050,1.0,5000.0,5000,0.0,PAID,True,True,MATCHED
E0051,TXN0051,C128,2026-08-05,Customer payment for Order 0051,15000,SALE,RECORDED,1,15000.0,0.0,0.0,15000.0,2026-08-06,SETTLED,RZP-TXN0051,1.0,15000.0,15000,0.0,PAID,True,True,MATCHED
E0052,TXN0052,C115,2026-08-03,Customer payment for Order 0052,25000,SALE,RECORDED,1,25000.0,0.0,0.0,15000.0,2026-08-04,SETTLED,RZP-TXN0052,1.0,15000.0,25000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0053,TXN0053,C106,2026-08-02,Customer payment for Order 0053,50000,SALE,RECORDED,1,50000.0,0.0,0.0,30000.0,2026-08-03,SETTLED,RZP-TXN0053,1.0,30000.0,50000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0054,TXN0054,C148,2026-08-08,Customer payment for Order 0054,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-09,SETTLED,RZP-TXN0054,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0055,TXN0055,C113,2026-08-13,Customer payment for Order 0055,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-14,SETTLED,RZP-TXN0055,1.0,1000.0,1000,0.0,PAID,True,True,MATCHED
E0056,TXN0056,C124,2026-08-09,Customer payment for Order 0056,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-10,SETTLED,RZP-TXN0056,1.0,25000.0,25000,0.0,PAID,True,True,MATCHED
E0057,TXN0057,C146,2026-08-18,Customer payment for Order 0057,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-19,SETTLED,RZP-TXN0057,1.0,25000.0,25000,0.0,PAID,True,True,MATCHED
E0058,TXN0058,C113,2026-08-02,Customer payment for Order 0058,75000,SALE,RECORDED,1,75000.0,0.0,0.0,75000.0,2026-08-03,SETTLED,RZP-TXN005X,1.0,75000.0,75000,0.0,PAID,True,True,MATCHED
E0059,TXN0059,C147,2026-08-11,Customer payment for Order 0059,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-12,SETTLED,RZP-TXN0059,1.0,1000.0,1000,0.0,PAID,True,True,MATCHED
E0060,TXN0060,C132,2026-08-17,Customer payment for Order 0060,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-18,SETTLED,RZP-TXN0060,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0061,TXN0061,C105,2026-08-06,Customer payment for Order 0061,1500,SALE,RECORDED,1,1500.0,0.0,150.0,1350.0,2026-08-07,SETTLED,RZP-TXN0061,1.0,1350.0,1500,150.0,PAID,True,True,MATCHED
E0062,TXN0062,C115,2026-08-13,Customer payment for Order 0062,1500,SALE,RECORDED,1,1500.0,0.0,0.0,0.0,2026-08-14,SETTLED,RZP-TXN0062,1.0,0.0,1500,0.0,PAID,False,True,UNMATCHED
E0063,TXN0063,C137,2026-08-20,Customer payment for Order 0063,1000,SALE,RECORDED,1,1000.0,0.0,100.0,900.0,2026-08-21,SETTLED,RZP-TXN0063,1.0,900.0,1000,100.0,PAID,True,True,MATCHED
E0064,TXN0064,C142,2026-08-19,Customer payment for Order 0064,75000,SALE,RECORDED,1,75000.0,1500.0,0.0,73500.0,2026-08-20,SETTLED,RZP-TXN0064,1.0,73500.0,75000,0.0,PAID,True,True,MATCHED
E0065,TXN0065,C113,2026-08-11,Customer payment for Order 0065,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-12,SETTLED,RZP-TXN0065,1.0,5000.0,5000,0.0,PAID,True,True,MATCHED
E0066,TXN0066,C142,2026-08-21,Customer payment for Order 0066,7500,SALE,RECORDED,1,7500.0,150.0,0.0,7350.0,2026-08-22,SETTLED,RZP-TXN0066,1.0,7350.0,7500,0.0,PAID,True,True,MATCHED
E0067,TXN0067,C104,2026-08-01,Customer payment for Order 0067,25000,SALE,RECORDED,1,25000.0,0.0,2500.0,22500.0,2026-08-02,SETTLED,RZP-TXN0067,1.0,22500.0,25000,2500.0,PAID,True,True,MATCHED
E0068,TXN0068,C106,2026-08-03,Customer payment for Order 0068,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-04,SETTLED,RZP-TXN0068,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0069,TXN0069,C108,2026-08-12,Customer payment for Order 0069,1500,SALE,RECORDED,2,1500.0,0.0,0.0,1500.0,2026-08-13,SETTLED,RZP-TXN0069-1,2.0,1500.0,1500,0.0,PAID,True,True,HUMAN_REVIEW
E0070,TXN0070,C110,2026-08-15,Customer payment for Order 0070,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-18,SETTLED,RZP-TXN0070,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0071,TXN0071,C141,2026-08-17,Customer payment for Order 0071,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-20,SETTLED,RZP-TXN0071,1.0,1000.0,1000,0.0,PAID,True,True,MATCHED
E0072,TXN0072,C119,2026-08-04,Customer payment for Order 0072,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-05,SETTLED,RZP-TXN0072,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0073,TXN0073,C147,2026-08-18,Customer payment for Order 0073,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-19,SETTLED,RZP-TXN0073,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0074,TXN0074,C113,2026-08-11,Customer payment for Order 0074,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-14,SETTLED,RZP-TXN0074,1.0,5000.0,5000,0.0,PAID,True,True,MATCHED
E0075,TXN0075,C132,2026-08-16,Customer payment for Order 0075,7500,SALE,RECORDED,2,7500.0,0.0,0.0,7500.0,2026-08-17,SETTLED,RZP-TXN0075-1,2.0,7500.0,7500,0.0,PAID,True,True,HUMAN_REVIEW
E0076,TXN0076,C140,2026-08-14,Customer payment for Order 0076,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-15,SETTLED,RZP-TXN0076,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
E0077,TXN0077,C149,2026-08-05,Customer payment for Order 0077,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-06,SETTLED,RZP-TXN0077,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
E0078,TXN0078,C135,2026-08-14,Customer payment for Order 0078,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-15,SETTLED,RZP-TXN0078,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0079,TXN0079,C144,2026-08-05,Customer payment for Order 0079,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-06,SETTLED,RZP-TXN0079,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0080,TXN0080,C137,2026-08-18,Customer payment for Order 0080,2500,SALE,RECORDED,1,2500.0,0.0,0.0,2500.0,2026-08-19,SETTLED,RZP-TXN0080,1.0,2500.0,2500,0.0,PAID,True,True,MATCHED
E0081,TXN0081,C119,2026-08-12,Customer payment for Order 0081,1000,SALE,RECORDED,2,1000.0,0.0,0.0,1000.0,2026-08-13,SETTLED,RZP-TXN0081-1,2.0,1000.0,1000,0.0,PAID,True,True,HUMAN_REVIEW
E0082,TXN0082,C115,2026-08-04,Customer payment for Order 0082,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-05,SETTLED,RZP-TXN008X,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0083,TXN0083,C139,2026-08-05,Customer payment for Order 0083,5000,SALE,RECORDED,2,5000.0,0.0,0.0,5000.0,2026-08-06,SETTLED,RZP-TXN0083-1,2.0,5000.0,5000,0.0,PAID,True,True,HUMAN_REVIEW
E0084,TXN0084,C101,2026-08-06,Customer payment for Order 0084,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-07,SETTLED,RZP-TXN008X,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0085,TXN0085,C142,2026-08-08,Customer payment for Order 0085,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-09,SETTLED,RZP-TXN0085,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
E0086,TXN0086,C106,2026-08-13,Customer payment for Order 0086,1000,SALE,RECORDED,1,1000.0,0.0,0.0,600.0,2026-08-14,SETTLED,RZP-TXN0086,1.0,600.0,1000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0087,TXN0087,C112,2026-08-15,Customer payment for Order 0087,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-16,SETTLED,RZP-TXN0087,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0088,TXN0088,C114,2026-08-01,Customer payment for Order 0088,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-02,SETTLED,RZP-TXN0088,1.0,5000.0,5000,0.0,PAID,True,True,MATCHED
E0089,TXN0089,C104,2026-08-09,Customer payment for Order 0089,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-12,SETTLED,RZP-TXN0089,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0090,TXN0090,C143,2026-08-18,Customer payment for Order 0090,10000,SALE,RECORDED,1,10000.0,0.0,0.0,9500.0,2026-08-19,SETTLED,RZP-TXN0090,1.0,9500.0,10000,0.0,PAID,False,True,UNMATCHED
E0091,TXN0091,C111,2026-08-19,Customer payment for Order 0091,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-20,SETTLED,RZP-TXN0091,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
E0092,TXN0092,C127,2026-08-12,Customer payment for Order 0092,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-13,SETTLED,RZP-TXN0092,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0093,TXN0093,C107,2026-08-13,Customer payment for Order 0093,75000,SALE,RECORDED,1,75000.0,0.0,0.0,75000.0,2026-08-14,SETTLED,RZP-TXN0093,1.0,75000.0,75000,0.0,PAID,True,True,MATCHED
E0094,TXN0094,C145,2026-08-14,Customer payment for Order 0094,1000,SALE,RECORDED,1,1000.0,20.0,0.0,980.0,2026-08-15,SETTLED,RZP-TXN0094,1.0,980.0,1000,0.0,PAID,True,True,MATCHED
E0095,TXN0095,C143,2026-08-07,Customer payment for Order 0095,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-08,SETTLED,RZP-TXN0095,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0096,TXN0096,C121,2026-08-20,Customer payment for Order 0096,10000,SALE,RECORDED,1,10000.0,0.0,0.0,10000.0,2026-08-23,SETTLED,RZP-TXN0096,1.0,10000.0,10000,0.0,PAID,True,True,MATCHED
E0097,TXN0097,C146,2026-08-10,Customer payment for Order 0097,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-11,SETTLED,RZP-TXN0097,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0098,TXN0098,C120,2026-08-13,Customer payment for Order 0098,7500,SALE,RECORDED,1,7500.0,0.0,750.0,6750.0,2026-08-14,SETTLED,RZP-TXN0098,1.0,6750.0,7500,750.0,PAID,True,True,MATCHED
E0099,TXN0099,C126,2026-08-13,Customer payment for Order 0099,2500,SALE,RECORDED,1,2500.0,0.0,250.0,2250.0,2026-08-14,SETTLED,RZP-TXN0099,1.0,2250.0,2500,250.0,PAID,True,True,MATCHED
E0100,TXN0100,C125,2026-08-18,Customer payment for Order 0100,1000,SALE,RECORDED,1,1000.0,0.0,0.0,1000.0,2026-08-19,SETTLED,RZP-TXN0100,1.0,1000.0,1000,0.0,PAID,True,True,MATCHED
E0101,TXN0101,C127,2026-08-19,Customer payment for Order 0101,75000,SALE,RECORDED,1,75000.0,0.0,0.0,75000.0,2026-08-22,SETTLED,RZP-TXN0101,1.0,75000.0,75000,0.0,PAID,True,True,MATCHED
E0102,TXN0102,C128,2026-08-15,Customer payment for Order 0102,5000,SALE,RECORDED,1,5000.0,100.0,0.0,4900.0,2026-08-16,SETTLED,RZP-TXN0102,1.0,4900.0,5000,0.0,PAID,True,True,MATCHED
E0103,TXN0103,C110,2026-08-03,Customer payment for Order 0103,7500,SALE,RECORDED,1,7500.0,150.0,0.0,7350.0,2026-08-04,SETTLED,RZP-TXN0103,1.0,7350.0,7500,0.0,PAID,True,True,MATCHED
E0104,TXN0104,C139,2026-08-11,Customer payment for Order 0104,1500,SALE,RECORDED,1,1500.0,0.0,0.0,900.0,2026-08-12,SETTLED,RZP-TXN0104,1.0,900.0,1500,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0105,TXN0105,C115,2026-08-10,Customer payment for Order 0105,5000,SALE,RECORDED,1,5000.0,0.0,0.0,3000.0,2026-08-11,SETTLED,RZP-TXN0105,1.0,3000.0,5000,0.0,PARTIAL,False,True,HUMAN_REVIEW
E0106,TXN0106,C101,2026-08-02,Customer payment for Order 0106,5000,SALE,RECORDED,1,5000.0,0.0,0.0,5000.0,2026-08-03,SETTLED,RZP-TXN0106,0.0,0.0,5000,0.0,PAID,True,False,UNMATCHED
E0107,TXN0107,C139,2026-08-03,Customer payment for Order 0107,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-04,SETTLED,RZP-TXN0107,1.0,25000.0,25000,0.0,PAID,True,True,MATCHED
E0108,TXN0108,C136,2026-08-07,Customer payment for Order 0108,15000,SALE,RECORDED,1,15000.0,300.0,0.0,14700.0,2026-08-08,SETTLED,RZP-TXN0108,1.0,14700.0,15000,0.0,PAID,True,True,MATCHED
E0109,TXN0109,C109,2026-08-21,Customer payment for Order 0109,1000,SALE,RECORDED,2,1000.0,0.0,0.0,1000.0,2026-08-22,SETTLED,RZP-TXN0109-1,2.0,1000.0,1000,0.0,PAID,True,True,HUMAN_REVIEW
E0110,TXN0110,C114,2026-08-06,Customer payment for Order 0110,50000,SALE,RECORDED,1,50000.0,1000.0,0.0,49000.0,2026-08-07,SETTLED,RZP-TXN0110,1.0,49000.0,50000,0.0,PAID,True,True,MATCHED
E0111,TXN0111,C115,2026-08-04,Customer payment for Order 0111,25000,SALE,RECORDED,1,25000.0,0.0,0.0,25000.0,2026-08-05,SETTLED,RZP-TXN0111,1.0,25000.0,25000,0.0,PAID,True,True,MATCHED
E0112,TXN0112,C142,2026-08-17,Customer payment for Order 0112,50000,SALE,RECORDED,1,50000.0,0.0,5000.0,45000.0,2026-08-18,SETTLED,RZP-TXN0112,1.0,45000.0,50000,5000.0,PAID,True,True,MATCHED
E0113,TXN0113,C128,2026-08-20,Customer payment for Order 0113,50000,SALE,RECORDED,1,50000.0,0.0,0.0,50000.0,2026-08-21,SETTLED,RZP-TXN0113,1.0,50000.0,50000,0.0,PAID,True,True,MATCHED
E0114,TXN0114,C128,2026-08-06,Customer payment for Order 0114,25000,SALE,RECORDED,1,25000.0,500.0,0.0,24500.0,2026-08-07,SETTLED,RZP-TXN0114,1.0,24500.0,25000,0.0,PAID,True,True,MATCHED
E0115,TXN0115,C115,2026-08-21,Customer payment for Order 0115,7500,SALE,RECORDED,1,7500.0,0.0,0.0,7500.0,2026-08-22,SETTLED,RZP-TXN011X,1.0,7500.0,7500,0.0,PAID,True,True,MATCHED
